OTUnumber	SAMPLE.837.MF.II.7.30	SAMPLE.733.GP.7.30	SAMPLE.881.MF.II.5.90	SAMPLE.741.GF.II.7.30	SAMPLE.771.GA6.90	SAMPLE.709.GP.7.15	SAMPLE.705.GP.5.15	SAMPLE.861.MF.II.7.60	SAMPLE.777.GP.5.90	SAMPLE.729.GP.5.30	SAMPLE.757.GP.7.60	SAMPLE.793.MA5.15	SAMPLE.727.GA8.30	SAMPLE.711.GP.8.15	SAMPLE.699.GA6.15	SAMPLE.799.MA8.15	SAMPLE.783.GP.8.90	SAMPLE.721.GA5.30	SAMPLE.745.GA5.60	SAMPLE.779.GP.6.90	SAMPLE.873.MP.5.90	SAMPLE.781.GP.7.90	SAMPLE.827.MP.6.30	SAMPLE.879.MP.8.90	SAMPLE.877.MP.7.90	SAMPLE.801.MP.5.15	SAMPLE.743.GF.II.8.30	SAMPLE.875.MP.6.90	SAMPLE.795.MA6.15	SAMPLE.811.MF.II6.15	SAMPLE.851.MP.6.60	SAMPLE.725.GA7.30	SAMPLE.891.ITS.negative	SAMPLE.803.MP.6.15	SAMPLE.863.MF.II.8.60	SAMPLE.805.MP.7.15	SAMPLE.739.GF.II6.30	SAMPLE.833.MF.II.5.30	SAMPLE.821.MA7.30	SAMPLE.717.GF.II.7.15	SAMPLE.839.MF.II.8.30	SAMPLE.763.GF.II6.60	SAMPLE.759.GP.8.60	SAMPLE.747.GA6.60	SAMPLE.735.GP.8.30	SAMPLE.831.MP.8.30	SAMPLE.817.MA5.30	SAMPLE.849.MP.5.60	SAMPLE.857.MF.II.5.60	SAMPLE.769.GA5.90	SAMPLE.723.GA6.30	SAMPLE.761.GF.II.5.60	SAMPLE.825.MP.5.30	SAMPLE.703.GA8.15	SAMPLE.773.GA7.90	SAMPLE.767.GF.II.8.60	SAMPLE.697.GA5.15	SAMPLE.841.MA5.60	SAMPLE.755.GP.6.60	SAMPLE.731.GP.6.30	SAMPLE.869.MA7.90	SAMPLE.819.MA6.30	SAMPLE.835.MF.II6.30	SAMPLE.753.GP.5.60	SAMPLE.785.GF.II.5.90	SAMPLE.829.MP.7.30	SAMPLE.815.MF.II.8.15	SAMPLE.707.GP.6.15	SAMPLE.865.MA5.90	SAMPLE.853.MP.7.60	SAMPLE.885.MF.II.7.90	SAMPLE.823.MA8.30	SAMPLE.813.MF.II.7.15	SAMPLE.751.GA8.60	SAMPLE.867.MA6.90	SAMPLE.807.MP.8.15	SAMPLE.797.MA7.15	SAMPLE.737.GF.II.5.30	SAMPLE.719.GF.II.8.15	SAMPLE.871.MA8.90	SAMPLE.713.GF.II.5.15	SAMPLE.847.MA8.60	SAMPLE.765.GF.II.7.60	SAMPLE.809.MF.II.5.15	SAMPLE.845.MA7.60	SAMPLE.887.MF.II.8.90	SAMPLE.859.MF.II6.60	SAMPLE.787.GF.II6.90	SAMPLE.715.GF.II6.15	SAMPLE.855.MP.8.60	SAMPLE.749.GA7.60	SAMPLE.791.GF.II.8.90	SAMPLE.883.MF.II6.90	SAMPLE.775.GA8.90	SAMPLE.843.MA6.60	SAMPLE.789.GF.II.7.90	SAMPLE.701.GA7.15	domain_id	domain_conf	kingdom_id	kingdom_conf	phylum_id	phylum_conf	class_id	class_conf	order_id	order_conf	family_id	family_conf	genus_id	genus_conf
OTU_3421	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_3422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	100.0	Eurotiomycetes	100.0	Chaetothyriales	100.0	Herpotrichiellaceae	100.0	Cladophialophora	99.0
OTU_3423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_3424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	55.0	Ascomycota_unclassified	55.0	Ascomycota_unclassified	55.0	Ascomycota_unclassified	55.0	Ascomycota_unclassified	55.0
OTU_3425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_3426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_3427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	100.0	Eurotiomycetes	100.0	Chaetothyriales	100.0	Herpotrichiellaceae	100.0	Cladophialophora	100.0
OTU_3428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_3429	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_3430	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_3431	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Basidiomycota	93.0	Agaricomycetes	93.0	Trechisporales	93.0	Hydnodontaceae	93.0	Trechispora	93.0
OTU_3432	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_3433	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_3434	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_3435	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Basidiomycota	55.0	Basidiomycota_unclassified	55.0	Basidiomycota_unclassified	55.0	Basidiomycota_unclassified	55.0	Basidiomycota_unclassified	55.0
OTU_3436	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Basidiomycota	100.0	Agaricomycetes	100.0	Thelephorales	100.0	Thelephoraceae	100.0	Tomentella	96.0
OTU_3437	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_3438	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_3439	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_3440	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Zygomycota	92.0	Kickxellomycotina_Incertae_sedis	89.0	Kickxellales	89.0	Kickxellaceae	89.0	Ramicandelaber	89.0
OTU_3441	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_3442	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	100.0	Dothideomycetes	100.0	Pleosporales	100.0	Venturiaceae	100.0	Protoventuria	100.0
OTU_3443	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	68.0	Ascomycota_unclassified	68.0	Ascomycota_unclassified	68.0	Ascomycota_unclassified	68.0	Ascomycota_unclassified	68.0
OTU_3444	39	1	1	0	0	0	0	58	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	12	0	0	0	0	0	18	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	2	11	0	0	0	15	0	82	0	0	0	0	0	1	0	0	2	1	0	0	20	0	0	0	2	0	1	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	73.0	Ascomycota_unclassified	73.0	Ascomycota_unclassified	73.0	Ascomycota_unclassified	73.0	Ascomycota_unclassified	73.0
OTU_3445	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Basidiomycota	100.0	Agaricomycetes	100.0	Agaricales	100.0	Marasmiaceae	100.0	Armillaria	100.0
OTU_3446	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_3447	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_3448	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_3449	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_3450	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	77.0	Ascomycota_unclassified	77.0	Ascomycota_unclassified	77.0	Ascomycota_unclassified	77.0	Ascomycota_unclassified	77.0
OTU_3451	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	45	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	7	62	0	0	1	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Basidiomycota	100.0	Agaricomycetes	100.0	Agaricales	100.0	Amanitaceae	100.0	Amanita	100.0
OTU_3452	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	94.0	Sordariomycetes	70.0	Xylariales	53.0	Xylariales_unclassified	53.0	Xylariales_unclassified	53.0
OTU_3453	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	59.0	Ascomycota_unclassified	59.0	Ascomycota_unclassified	59.0	Ascomycota_unclassified	59.0	Ascomycota_unclassified	59.0
OTU_3454	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	65.0	Ascomycota_unclassified	65.0	Ascomycota_unclassified	65.0	Ascomycota_unclassified	65.0	Ascomycota_unclassified	65.0
OTU_3455	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_3456	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	89.0	Pezizomycetes	83.0	Pezizales	83.0	Pyronemataceae	82.0	Scutellinia	75.0
OTU_3457	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Basidiomycota	99.0	Agaricomycetes	99.0	Agaricales	98.0	Entolomataceae	95.0	Entoloma	86.0
OTU_3458	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_3459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Basidiomycota	100.0	Agaricomycetes	100.0	Agaricales	100.0	Tricholomataceae	100.0	Cystoderma	100.0
OTU_3460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Basidiomycota	60.0	Agaricomycotina_Incertae_sedis	60.0	Agaricomycotina_Incertae_sedis_Incertae_sedis_Incertae_sedis	60.0	Agaricomycotina_Incertae_sedis_Incertae_sedis_Incertae_sedis_Incertae_sedis	60.0	Chamaeleomyces	60.0
OTU_3461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	88.0	Ascomycota_unclassified	88.0	Ascomycota_unclassified	88.0	Ascomycota_unclassified	88.0	Ascomycota_unclassified	88.0
OTU_3462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Basidiomycota	100.0	Agaricomycetes	100.0	Thelephorales	99.0	Thelephoraceae	99.0	Pseudotomentella	93.0
